Accession,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
AB118824.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M8)"
AB118825.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M10)"
AB118826.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M11)"
AB118827.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M12)"
AB118828.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis D virus DNA, complete genome, strain:Miyako(JA-M13)"
AB118829.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M14)"
AB118830.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M15)"
AB118831.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M16)"
AB118832.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M17)"
AB118833.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M18)"
AB118834.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1685,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M19)"
AB118835.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1685,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M20)"
AB118836.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M44)"
AB118837.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M23)"
AB118838.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M24)"
AB118839.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M27)"
AB118840.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,IIb-M,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M29)"
AB118841.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,IIb,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M31)"
AB118842.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,IIb,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M32)"
AB118843.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,IIb,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M33)"
AB118844.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,IIb,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M34)"
AB118845.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,IIb,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M36)"
AB118846.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,IIa,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Miyako(JA-M37)"
AB118847.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,IIb,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Tokyo(JA-T)"
AB118848.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,I,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Nagasaki(JA-N1)"
AB118849.1,,"Watanabe,H., Nagayama,K., Enomoto,N., Chinzei,R., Yamashiro,T., Izumi,N., Yatsuhashi,H., Nakano,T., Robertson,B.H., Nakasone,H., Sakugawa,H., Watanabe,M.",2003-12-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,I,,1,Japan,,,,,,"Hepatitis delta virus DNA, complete genome, strain:Nagasaki(JA-N2)"
AF425644.1,,"Hsu,S.C., Syu,W.J., Sheen,I.J., Liu,H.T., Jeng,K.S., Wu,J.C., Wu,J.-C.",2002-10-02T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1674,GenBank,complete,,,1,,,,,,,"Hepatitis D virus isolate TWD2577-66 genotype I, complete genome"
AF425645.1,,"Hsu,S.C., Syu,W.J., Sheen,I.J., Liu,H.T., Jeng,K.S., Wu,J.C., Wu,J.-C.",2002-10-02T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,1,,,,,,,"Hepatitis D virus isolate TWD2476-38 genotype IIa, complete genome"
AB037947.1,,"Nakano,T., Shapiro,C.N., Hadler,S.C., Casey,J.L., Mizokami,M., Orito,E., Robertson,B.H.",2001-09-21T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1672,GenBank,complete,,,1,Venezuela,,,,,,"Hepatitis D virus genomic RNA, complete genome, isolate:VnzD8375"
AB037948.1,,"Nakano,T., Shapiro,C.N., Hadler,S.C., Casey,J.L., Mizokami,M., Orito,E., Robertson,B.H.",2001-09-21T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,1,Venezuela,,,,,,"Hepatitis D virus genomic RNA, complete genome, isolate:VnzD8349"
AB037949.1,,"Nakano,T., Shapiro,C.N., Hadler,S.C., Casey,J.L., Mizokami,M., Orito,E., Robertson,B.H.",2001-09-21T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1674,GenBank,complete,,,1,Venezuela,,,,,,"Hepatitis D virus genomic RNA, complete genome, isolate:VnzD8624"
AF104263.1,,"Wu,J.C., Chiang,T.Y., Shiue,W.K., Wang,S.Y., Sheen,I.J., Huang,Y.H., Syu,W.J.",2000-10-26T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,1,Taiwan,,,,,,"Hepatitis D virus strain TW2667, complete genome"
AF104264.1,,"Wu,J.C., Chiang,T.Y., Shiue,W.K., Wang,S.Y., Sheen,I.J., Huang,Y.H., Syu,W.J.",2000-10-26T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,1,Taiwan,,,,,,"Hepatitis D virus strain TW2476, complete genome"
AF098261.1,,"Poisson,V., Menard,D.B., Frost,E., Perreault,J.P.",1998-12-04T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1672,GenBank,complete,,,1,Canada: Quebec,,,,,,"Hepatitis D virus from Canada, complete genome"
AJ000558.1,,"Langon,T., Fillon,S., Pichoud,C., Hantz,O., Trepo,C., Kay,A., Kay,A.C.",1997-07-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,1,,,,,,,Hepatitis D Virus complete genome
U81988.1,,"Zhang,Y.Y., Tsega,E., Hansson,B.G.",1997-01-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1674,GenBank,complete,,,1,Somalia,,,,,,"Hepatitis delta virus from Somalia genotype IC, complete genome"
U81989.1,,"Zhang,Y.Y., Tsega,E., Hansson,B.G.",1997-01-03T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,Ethiopia,,,,,,"Hepatitis delta virus from Ethiopia genotype IC, complete genome"
M21012.1,,"Kuo,M.Y., Goldberg,J., Coates,L., Mason,W., Gerin,J., Taylor,J.",1993-08-02T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,1,,,,,,,"Hepatitis delta virus RNA, complete genome"
NC_040729.1,,"Hetzel,U., Szirovicza,L., Smura,T., Prahause,B., Vapalahti,O., Kipar,A., Hepojoki,J.",2019-02-12T00:00:00Z,Snake deltavirus F18-5,Deltavirus,,ssRNA(-),1711,RefSeq,complete,,,,Switzerland,,Boa constrictor,,2018-01,,"Snake deltavirus F18-5, complete genome"
NC_040845.1,,"Wille,M., Netter,H.J., Littlejohn,M., Yuen,L., Shi,M., Eden,J.-S., Klaassen,M., Holmes,E.C., Hurt,A.C., Netter,H.",2019-02-12T00:00:00Z,Avian HDV-like agent,Deltavirus,,ssRNA(-),1706,RefSeq,complete,,,,Australia,,Anas,feces,2013,,"Avian HDV-like agent, complete genome"
LC575944.1,,"Iwamoto,M., Shibata,Y., Kawasaki,J., Kojima,S., Li,Y.T., Iwami,S., Wu,H.L., Wada,K., Tomonaga,K., Watashi,K., Horie,M.",2020-09-30T00:00:00Z,Lonchura striata deltavirus,Deltavirus,,ssRNA(-),1708,GenBank,complete,,,,Japan,,Lonchura striata,,2020-07-30,,"Lonchura striata deltavirus L.striata/Japan/SWH1/2020 RNA, complete genome"
MN984407.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1376, complete genome"
MN984408.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1564, complete genome"
MN984409.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr660, complete genome"
MN984410.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr436, complete genome"
MN984411.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr445, complete genome"
MN984412.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr599, complete genome"
MN984413.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr914, complete genome"
MN984414.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr127, complete genome"
MN984415.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr675, complete genome"
MN984416.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr393, complete genome"
MN984417.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1009, complete genome"
MN984418.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr476, complete genome"
MN984419.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr850, complete genome"
MN984420.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr731, complete genome"
MN984421.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr734, complete genome"
MN984422.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1685,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr683, complete genome"
MN984423.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr605, complete genome"
MN984424.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1279, complete genome"
MN984425.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr467, complete genome"
MN984426.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1671,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr493, complete genome"
MN984427.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr893, complete genome"
MN984428.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1290, complete genome"
MN984429.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1296, complete genome"
MN984430.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr656, complete genome"
MN984431.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr669, complete genome"
MN984432.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr857, complete genome"
MN984433.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1014, complete genome"
MN984434.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1026, complete genome"
MN984435.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1528, complete genome"
