Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MK212050.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y2-p5,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y2-p5, complete genome"
MK212051.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y2-p9,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y2-p9, complete genome"
MK212052.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y2-p10,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y2-p10, complete genome"
MK212053.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y2-p14,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y2-p14, complete genome"
MK212054.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y2-p15,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y2-p15, complete genome"
MK212055.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-py1,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-py1, complete genome"
MK212056.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-py2,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-py2, complete genome"
MK212057.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-py3,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-py3, complete genome"
MK212058.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-py4,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-py4, complete genome"
MK212059.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-py5,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-py5, complete genome"
MK212060.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-py6,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-py6, complete genome"
MK212061.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pg1,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pg1, complete genome"
MK212062.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pg2,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pg2, complete genome"
MK212063.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pg3,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pg3, complete genome"
MK212064.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pg4,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,320,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pg4, complete genome"
MK212065.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pg5,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pg5, complete genome"
MK212066.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pg6,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pg6, complete genome"
MK212067.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pgl1,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pgl1, complete genome"
MK212068.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pgl2,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pgl2, complete genome"
MK212069.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pgl3,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pgl3, complete genome"
MK212070.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pgl4,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pgl4, complete genome"
MK212071.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pgl5,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pgl5, complete genome"
MK212072.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y4-pgl6,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y4-pgl6, complete genome"
MK212073.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-py1,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-py1, complete genome"
MK212074.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-py2,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-py2, complete genome"
MK212075.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-py3,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-py3, complete genome"
MK212076.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-py5,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,334,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-py5, complete genome"
MK212077.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-py6,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-py6, complete genome"
MK212078.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pg1,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pg1, complete genome"
MK212079.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pg2,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pg2, complete genome"
MK212080.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pg3,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pg3, complete genome"
MK212081.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pg4,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pg4, complete genome"
MK212082.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pg5,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pg5, complete genome"
MK212083.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pgl1,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pgl1, complete genome"
MK212084.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pgl3,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pgl3, complete genome"
MK212085.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pgl4,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pgl4, complete genome"
MK212086.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pgl5,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pgl5, complete genome"
MK212087.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,y7-pgl6,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,338,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate y7-pgl6, complete genome"
MK212088.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,g7-p1,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,339,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate g7-p1, complete genome"
MK212089.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,g7-p2,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate g7-p2, complete genome"
MK212090.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,g7-p3,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate g7-p3, complete genome"
MK212091.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,g7-p4,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate g7-p4, complete genome"
MK212092.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,g7-p5,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,334,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate g7-p5, complete genome"
MK212093.1,,"Delgado,S., Navarro,B., Serra,P., Gentit,P., Cambra,M.A., Chiumenti,M., De Stradis,A., Di Serio,F., Flores,R., Cambra,M.",2019-04-29T00:00:00Z,g7-p6,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,Prunus persica,,,,"Peach latent mosaic viroid isolate g7-p6, complete genome"
MK188686.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_G-1,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-04-03,,"Apple hammerhead viroid isolate SD17_G-1, complete genome"
MK188687.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_G-2,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-04-03,,"Apple hammerhead viroid isolate SD17_G-2, complete genome"
MK188688.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_G-3,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-04-03,,"Apple hammerhead viroid isolate SD17_G-3, complete genome"
MK188689.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_I-2,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-04-03,,"Apple hammerhead viroid isolate SD17_I-2, complete genome"
MK188690.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_J-4,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-04-03,,"Apple hammerhead viroid isolate SD17_J-4, complete genome"
MK188691.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_2-3,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-09-14,,"Apple hammerhead viroid isolate SD17_2-3, complete genome"
MK188692.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_3-3,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-09-14,,"Apple hammerhead viroid isolate SD17_3-3, complete genome"
MK188693.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_4-1,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-09-14,,"Apple hammerhead viroid isolate SD17_4-1, complete genome"
MK188694.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_7-1,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,435,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-09-14,,"Apple hammerhead viroid isolate SD17_7-1, complete genome"
MK188695.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_9-2,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-09-14,,"Apple hammerhead viroid isolate SD17_9-2, complete genome"
MK188696.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_13-4,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,435,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-09-14,,"Apple hammerhead viroid isolate SD17_13-4, complete genome"
MK188697.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_14-2,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,435,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-09-14,,"Apple hammerhead viroid isolate SD17_14-2, complete genome"
MK188698.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD17_18-5,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2017-09-14,,"Apple hammerhead viroid isolate SD17_18-5, complete genome"
MK188699.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD18_5-5,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2018-04-27,,"Apple hammerhead viroid isolate SD18_5-5, complete genome"
MK188700.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD18_6-2,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2018-04-27,,"Apple hammerhead viroid isolate SD18_6-2, complete genome"
MK188701.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD18_6-4,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2018-04-27,,"Apple hammerhead viroid isolate SD18_6-4, complete genome"
MK188702.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD18_6-5,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2018-04-27,,"Apple hammerhead viroid isolate SD18_6-5, complete genome"
MK188703.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,SD18_16-1,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2018-04-27,,"Apple hammerhead viroid isolate SD18_16-1, complete genome"
MK188704.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,AP_SD15_ASS1_2,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2015-09-17,,"Apple hammerhead viroid isolate AP_SD15_ASS1_2, complete genome"
MK188705.1,,"Sanderson,D.S., James,D.",2019-04-01T00:00:00Z,AP_SD15_APP1_1,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,433,GenBank,complete,,,,Canada,Canada,,Malus domestica,plant leaf,2015-09-17,,"Apple hammerhead viroid isolate AP_SD15_APP1_1, complete genome"
LC469622.1,,"Jeong,R.D., Lee,H.J.",2019-03-26T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,,China,China,,Prunus persica,,2018-03-10,,"Peach latent mosaic viroid RNA, complete genome"
MH643696.1,,"Chiumenti,M., Navarro,B., Venerito,P., Civita,F., Di Serio,F., Minafra,A.",2019-03-26T00:00:00Z,,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Italy,Italy,,Malus domestica,,2016,,"Apple hammerhead viroid strain AHVd-IT_Ag_01, complete sequence"
MH643697.1,,"Chiumenti,M., Navarro,B., Venerito,P., Civita,F., Di Serio,F., Minafra,A.",2019-03-26T00:00:00Z,,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Italy,Italy,,Malus domestica,,2016,,"Apple hammerhead viroid strain AHVd-IT_Ag_02, complete sequence"
MH643698.1,,"Chiumenti,M., Navarro,B., Venerito,P., Civita,F., Di Serio,F., Minafra,A.",2019-03-26T00:00:00Z,,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Italy,Italy,,Malus domestica,,2016,,"Apple hammerhead viroid strain AHVd-IT_Ag_03, complete sequence"
MH643699.1,,"Chiumenti,M., Navarro,B., Venerito,P., Civita,F., Di Serio,F., Minafra,A.",2019-03-26T00:00:00Z,,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Italy,Italy,,Malus domestica,,2016,,"Apple hammerhead viroid strain AHVd-IT_Ag_04, complete sequence"
MH643700.1,,"Chiumenti,M., Navarro,B., Venerito,P., Civita,F., Di Serio,F., Minafra,A.",2019-03-26T00:00:00Z,,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Italy,Italy,,Malus domestica,,2016,,"Apple hammerhead viroid strain AHVd-IT_Ag_05, complete sequence"
MH643701.1,,"Chiumenti,M., Navarro,B., Venerito,P., Civita,F., Di Serio,F., Minafra,A.",2019-03-26T00:00:00Z,,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Italy,Italy,,Malus domestica,,2016,,"Apple hammerhead viroid strain AHVd-IT_Ag_06, complete sequence"
MH643702.1,,"Chiumenti,M., Navarro,B., Venerito,P., Civita,F., Di Serio,F., Minafra,A.",2019-03-26T00:00:00Z,,Apple hammerhead viroid,Pelamoviroid,Avsunviroidae,ssRNA,434,GenBank,complete,,,,Italy,Italy,,Malus domestica,,2016,,"Apple hammerhead viroid strain AHVd-IT_Ag_07, complete sequence"
