Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MW732684.1,,"Xu,D., Adkar-Purushothama,C.R., Lemoyne,P., Perreault,J.P. Jr., Fall,M.",2021-06-20T00:00:00Z,BV9-86J_GYSVd-1,Grapevine yellow speckle viroid 1,Apscaviroid,Pospiviroidae,ssRNA,368,GenBank,complete,,,1,"Canada: Frelighsburg, Quebec",Canada,,Vitis sp.,,2020-07-22,,"Grapevine yellow speckle viroid 1 isolate BV9-86J_GYSVd-1, complete genome"
MW732685.1,,"Xu,D., Adkar-Purushothama,C.R., Lemoyne,P., Perreault,J.P. Jr., Fall,M.",2021-06-20T00:00:00Z,BV14-44S_GYSVd-1,Grapevine yellow speckle viroid 1,Apscaviroid,Pospiviroidae,ssRNA,368,GenBank,complete,,,1,"Canada: Frelighsburg, Quebec",Canada,,Vitis sp.,,2020-09-17,,"Grapevine yellow speckle viroid 1 isolate BV14-44S_GYSVd-1, complete genome"
MW732686.1,,"Xu,D., Adkar-Purushothama,C.R., Lemoyne,P., Perreault,J.P. Jr., Fall,M.",2021-06-20T00:00:00Z,CA9-86J_GYSVd-1,Grapevine yellow speckle viroid 1,Apscaviroid,Pospiviroidae,ssRNA,367,GenBank,complete,,,1,"Canada: Frelighsburg, Quebec",Canada,,Vitis sp.,,2020-07-22,,"Grapevine yellow speckle viroid 1 isolate CA9-86J_GYSVd-1, complete genome"
MW732687.1,,"Xu,D., Adkar-Purushothama,C.R., Lemoyne,P., Perreault,J.P. Jr., Fall,M.",2021-06-20T00:00:00Z,CA9-86S_GYSVd-1,Grapevine yellow speckle viroid 1,Apscaviroid,Pospiviroidae,ssRNA,367,GenBank,complete,,,1,"Canada: Frelighsburg, Quebec",Canada,,Vitis sp.,,2020-09-17,,"Grapevine yellow speckle viroid 1 isolate CA9-86S_GYSVd-1, complete genome"
MW732688.1,,"Xu,D., Adkar-Purushothama,C.R., Lemoyne,P., Perreault,J.P. Jr., Fall,M.",2021-06-20T00:00:00Z,CA15-6J_GYSVd-1,Grapevine yellow speckle viroid 1,Apscaviroid,Pospiviroidae,ssRNA,366,GenBank,complete,,,1,"Canada: Frelighsburg, Quebec",Canada,,Vitis sp.,,2020-07-22,,"Grapevine yellow speckle viroid 1 isolate CA15-6J_GYSVd-1, complete genome"
MT663308.1,,"Knierim,D., Margaria,P., Menzel,W., Winter,S.",2021-06-06T00:00:00Z,DSMZ PV-0064,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,,,,,Solanum lycopersicum,,,,"Potato spindle tuber viroid isolate DSMZ PV-0064, complete genome"
MW297141.1,,"Zheng,P.F., Zhang,Z.L., You,C.X., Hao,Y.J.",2021-03-08T00:00:00Z,SDLY-1,Apple scar skin viroid,Apscaviroid,Pospiviroidae,ssRNA,330,GenBank,complete,,,,"China: Linyi, Shandong",China,,Malus domestica,,2020-09-04,,"Apple scar skin viroid isolate SDLY-1, complete genome"
MW302328.1,,"Zheng,P.F., Zhang,Z.L., You,C.X., Hao,Y.J.",2021-03-08T00:00:00Z,SDYT-1,Apple scar skin viroid,Apscaviroid,Pospiviroidae,ssRNA,331,GenBank,complete,,,,"China: Yantai, Shandong",China,,Malus domestica,,2020-09-15,,"Apple scar skin viroid isolate SDYT-1, complete genome"
MW302329.1,,"Zheng,P.F., Zhang,Z.L., You,C.X., Hao,Y.J.",2021-03-08T00:00:00Z,SDYT-2,Apple scar skin viroid,Apscaviroid,Pospiviroidae,ssRNA,331,GenBank,complete,,,,"China: Yantai, Shandong",China,,Malus domestica,,2020-09-15,,"Apple scar skin viroid isolate SDYT-2, complete genome"
MW315909.1,,"Zheng,P.F., Zhang,Z.L., You,C.X., Hao,Y.J.",2021-03-08T00:00:00Z,SDYT-3,Apple scar skin viroid,Apscaviroid,Pospiviroidae,ssRNA,330,GenBank,complete,,,,"China: Yantai, Shandong",China,,Malus domestica,,2020-09-15,,"Apple scar skin viroid isolate SDYT-3, complete genome"
MT883222.1,,"Afechtal,M.",2021-02-10T00:00:00Z,CVdV-Clm,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,Morocco,Morocco,,Citrus clementina,,2018,,"Citrus viroid V isolate CVdV-Clm, complete genome"
MT883223.1,,"Afechtal,M.",2021-02-10T00:00:00Z,CVdV-Val,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,Morocco,Morocco,,Citrus sinensis,,2018,,"Citrus viroid V isolate CVdV-Val, complete genome"
MT883224.1,,"Afechtal,M.",2021-02-10T00:00:00Z,CVdV-Nvl,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,Morocco,Morocco,,Citrus sinensis,,2018,,"Citrus viroid V isolate CVdV-Nvl, complete genome"
MT883225.1,,"Afechtal,M.",2021-02-10T00:00:00Z,CVdV-Sls,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,Morocco,Morocco,,Citrus sinensis,,2018,,"Citrus viroid V isolate CVdV-Sls, complete genome"
MT883226.1,,"Afechtal,M.",2021-02-10T00:00:00Z,CVdV-Mdn,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,Morocco,Morocco,,Citrus reticulata,,2018,,"Citrus viroid V isolate CVdV-Mdn, complete genome"
MT883227.1,,"Afechtal,M.",2021-02-10T00:00:00Z,CVdV-Cit,Citrus viroid V,Apscaviroid,Pospiviroidae,ssRNA,294,GenBank,complete,,,,Morocco,Morocco,,Citrus limon,,2018,,"Citrus viroid V isolate CVdV-Cit, complete genome"
MW357719.1,,"Fajardo,T.V.M., Nhani,A. Jr., Nickel,O.",2021-02-10T00:00:00Z,GYSVd1-BIB-BR,Grapevine yellow speckle viroid 1,Apscaviroid,Pospiviroidae,ssRNA,366,GenBank,complete,,,,Brazil,Brazil,,Vitis,,2019-10-03,,"Grapevine yellow speckle viroid 1 isolate GYSVd1-BIB-BR, complete genome"
MW357720.1,,"Fajardo,T.V.M., Nhani,A. Jr., Nickel,O.",2021-02-10T00:00:00Z,HSVd-BIB-BR,Hop stunt viroid,Hostuviroid,Pospiviroidae,ssRNA,297,GenBank,complete,,,,Brazil,Brazil,,Vitis,,2019-10-03,,"Hop stunt viroid isolate HSVd-BIB-BR, complete genome"
MW311516.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW1,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW1, complete genome"
MW311517.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW2,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW2, complete genome"
MW311518.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW3,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW3, complete genome"
MW311519.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW4,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW4, complete genome"
MW311520.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW5,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW5, complete genome"
MW311521.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW6,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW6, complete genome"
MW311522.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW7,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW7, complete genome"
MW311523.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW8,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW8, complete genome"
MW311524.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW9,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW9, complete genome"
MW311525.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW10,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW10, complete genome"
MW311526.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW11,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW11, complete genome"
MW311527.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW12,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW12, complete genome"
MW311528.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW13,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW13, complete genome"
MW311529.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW14,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW14, complete genome"
MW311530.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW15,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW15, complete genome"
MW311531.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW16,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW16, complete genome"
MW311532.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW17,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW17, complete genome"
MW311533.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW18,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW18, complete genome"
MW311534.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW19,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW19, complete genome"
MW311535.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW20,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW20, complete genome"
MW311536.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW21,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW21, complete genome"
MW311537.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW22,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW22, complete genome"
MW311538.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW23,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW23, complete genome"
MW311539.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW24,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW24, complete genome"
MW311540.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW25,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW25, complete genome"
MW311541.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW26,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW26, complete genome"
MW311542.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW27,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW27, complete genome"
MW311543.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW28,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW28, complete genome"
MW311544.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW29,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW29, complete genome"
MW311545.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW30,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW30, complete genome"
MW311546.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW31,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW31, complete genome"
MW311547.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW32,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW32, complete genome"
MW311548.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW33,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW33, complete genome"
MW311549.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW34,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW34, complete genome"
MW311550.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW35,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW35, complete genome"
MW311551.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW36,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW36, complete genome"
MW311552.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW37,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW37, complete genome"
MW311553.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW38,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW38, complete genome"
MW311554.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW39,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW39, complete genome"
MW311555.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW40,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW40, complete genome"
MW311556.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW41,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW41, complete genome"
MW311557.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW42,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW42, complete genome"
MW311558.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW43,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW43, complete genome"
MW311559.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW44,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW44, complete genome"
MW311560.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW45,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW45, complete genome"
MW311561.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW46,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW46, complete genome"
MW311562.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW47,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW47, complete genome"
MW311563.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW48,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW48, complete genome"
MW311564.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW49,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW49, complete genome"
MW311565.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW50,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW50, complete genome"
MW311566.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW51,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW51, complete genome"
MW311567.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW52,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW52, complete genome"
MW311568.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW53,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW53, complete genome"
MW311569.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW54,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW54, complete genome"
MW311570.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW55,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW55, complete genome"
MW311571.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW56,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW56, complete genome"
MW311572.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW57,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW57, complete genome"
MW311573.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW58,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW58, complete genome"
MW311574.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW59,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW59, complete genome"
MW311575.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW60,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW60, complete genome"
MW311576.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW61,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW61, complete genome"
MW311577.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW62,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW62, complete genome"
MW311578.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW63,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW63, complete genome"
MW311579.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW64,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW64, complete genome"
MW311580.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW65,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW65, complete genome"
MW311581.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW66,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW66, complete genome"
MW311582.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW67,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW67, complete genome"
MW311583.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW68,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW68, complete genome"
MW311584.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW69,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW69, complete genome"
MW311585.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW70,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW70, complete genome"
