MT993977.1	MT993977.1
EF076830.1	MH537075.1
DQ371458.1	DQ371458.1
DQ377128.1	DQ377128.1
DQ377129.1	DQ377129.1
DQ471994.1	DQ471994.1
DQ444476.1	DQ444476.1
DQ444476.1	DQ471998.1
DQ094294.1	DQ094294.1
DQ094294.1	KR020038.1
DQ094294.1	NC_003613.1
DQ094294.1	KR020037.1
DQ094294.1	KR020039.1
DQ094294.1	KR020040.1
DQ094294.1	KR020041.1
DQ094294.1	JQ889689.1
DQ094294.1	JQ889690.1
DQ094294.1	GU911350.1
DQ094294.1	DQ094293.1
DQ094298.1	DQ094298.1
DQ094298.1	HG739078.1
DQ094298.1	HG739080.1
DQ094298.1	JQ809253.1
DQ094298.1	AB279770.1
DQ076250.1	DQ076250.1
DQ061192.1	DQ061192.1
DQ061193.1	DQ061193.1
DQ061193.1	KC143295.1
DQ061193.1	KM214220.1
DQ022677.1	DQ022677.1
AY372393.1	AY372393.1
AY372393.1	MT917193.1
AY372393.1	KX819231.1
AY372393.1	DQ431991.1
AY372393.1	DQ431992.1
AY372393.1	DQ431993.1
AY372393.1	DQ431995.1
AY372393.1	DQ431996.1
DQ680797.1	DQ680797.1
DQ680797.1	GQ872134.1
DQ680797.1	GQ872135.1
DQ680797.1	GQ872136.1
DQ680797.1	GQ872139.1
DQ680797.1	GQ872140.1
DQ680797.1	GQ872141.1
DQ680797.1	GQ872142.1
DQ680797.1	GQ872143.1
DQ680797.1	GQ872145.1
DQ680797.1	GQ872146.1
DQ680797.1	GQ872147.1
DQ680797.1	GQ872148.1
DQ680797.1	GQ872149.1
DQ680797.1	DQ680731.1
DQ680797.1	DQ680795.1
DQ680797.1	DQ680796.1
DQ680797.1	MK929586.1
DQ680797.1	MK929587.1
DQ680797.1	KY355343.1
DQ680797.1	KY355344.1
DQ680797.1	KY355346.1
DQ680797.1	KY355347.1
DQ680797.1	KY355348.1
DQ680797.1	KY355349.1
DQ680797.1	KY355358.1
DQ680797.1	KY355360.1
DQ680797.1	KU048790.1
DQ680797.1	KU048791.1
DQ680797.1	JF898802.1
DQ680797.1	JF898820.1
DQ680797.1	GQ872128.1
DQ680797.1	GQ872129.1
DQ680797.1	GQ872133.1
DQ680797.1	DQ680749.1
DQ680797.1	DQ680750.1
DQ680797.1	DQ680751.1
DQ680797.1	DQ680752.1
DQ680797.1	DQ680753.1
DQ680797.1	DQ680754.1
DQ680797.1	DQ680755.1
DQ680797.1	DQ680756.1
DQ680797.1	DQ680757.1
DQ680797.1	DQ680758.1
DQ680797.1	DQ680766.1
DQ680797.1	DQ680767.1
DQ680797.1	DQ680768.1
DQ680797.1	DQ680770.1
DQ680797.1	DQ680771.1
DQ680797.1	DQ680784.1
DQ680797.1	AF170512.1
DQ680797.1	MK929588.1
DQ680797.1	MK929589.1
DQ680797.1	DQ680759.1
DQ680797.1	DQ680761.1
DQ680797.1	DQ680762.1
DQ680797.1	DQ680764.1
DQ680797.1	MH974826.1
DQ680797.1	KT005802.1
DQ680797.1	EF591867.1
DQ680797.1	MH974827.1
DQ680797.1	MH974828.1
DQ680797.1	MH974829.1
DQ680797.1	KY355284.1
DQ680797.1	KY355298.1
DQ680797.1	KY355372.1
DQ680797.1	MG386500.1
DQ680797.1	JF927894.1
DQ680797.1	HM185112.1
DQ680797.1	EF591865.1
DQ680797.1	EF591869.1
DQ680797.1	MH974832.1
DQ680797.1	MH974833.1
DQ680797.1	MH974834.1
DQ680797.1	MK212068.1
DQ680797.1	MK212078.1
DQ680797.1	MH974835.1
DQ680797.1	MH974836.1
DQ680797.1	MH974837.1
DQ680797.1	MH974839.1
DQ680797.1	MH974838.1
DQ680797.1	MH974840.1
DQ680797.1	MH974841.1
DQ680797.1	MH974842.1
DQ680797.1	MK212063.1
DQ680797.1	KY355162.1
DQ680797.1	KY355166.1
DQ680797.1	KY355171.1
DQ680797.1	KY355177.1
DQ680797.1	KY355180.1
DQ680797.1	KY355181.1
DQ680797.1	KY355202.1
DQ680797.1	JF898791.1
DQ680797.1	JF898812.1
DQ680797.1	JF898829.1
DQ680797.1	JF898830.1
DQ680797.1	EU708829.1
DQ680797.1	KY355163.1
DQ680797.1	KY355165.1
DQ680797.1	JF898831.1
DQ680797.1	EU708836.1
DQ680797.1	EU708841.1
DQ680797.1	DQ680708.1
DQ680797.1	DQ680710.1
DQ680797.1	DQ680711.1
DQ680797.1	DQ680782.1
DQ680797.1	DQ680783.1
DQ680797.1	KY355167.1
DQ680797.1	KY355168.1
DQ680797.1	KY355169.1
DQ680797.1	KY355173.1
DQ680797.1	KU048779.1
DQ680797.1	EU708822.1
DQ680797.1	KY355174.1
DQ680797.1	KY355179.1
DQ680797.1	KY355182.1
DQ680797.1	KY355183.1
DQ680797.1	KY355185.1
DQ680797.1	KY355186.1
DQ680797.1	KY355187.1
DQ680797.1	KY355190.1
DQ680797.1	KY355198.1
DQ680797.1	KY355239.1
DQ680797.1	KY355240.1
DQ680797.1	KY355192.1
DQ680797.1	KY355193.1
DQ680797.1	KY355194.1
DQ680797.1	KY355195.1
DQ680797.1	KY355197.1
DQ680797.1	KY355199.1
DQ680797.1	KY355205.1
DQ680797.1	KY355206.1
DQ680797.1	KY355345.1
DQ680797.1	KY355208.1
DQ680797.1	KU048780.1
DQ680797.1	KU048782.1
DQ680797.1	KU048784.1
DQ680797.1	KU048788.1
DQ680797.1	KU048797.1
DQ680797.1	JF898810.1
DQ680797.1	JF416649.1
DQ680797.1	EU708834.1
DQ680797.1	EU708838.1
DQ680797.1	DQ680713.1
DQ680797.1	DQ680728.1
DQ680797.1	DQ680730.1
DQ680797.1	AY685181.1
DQ680797.1	AF170509.1
DQ680797.1	KY355219.1
DQ680797.1	KY355226.1
DQ680797.1	KY355228.1
DQ680797.1	KY355229.1
DQ680797.1	KY355245.1
DQ680797.1	KY355244.1
DQ680797.1	KY355248.1
DQ680797.1	KY355250.1
DQ680797.1	EF151300.1
DQ680797.1	KY355251.1
DQ680797.1	KY355262.1
DQ680797.1	KY355265.1
DQ680797.1	KY355268.1
DQ680797.1	KY355342.1
DQ680797.1	KU048785.1
DQ680797.1	KU048787.1
DQ680797.1	KT033033.1
DQ680797.1	KT033036.1
DQ680797.1	KT033051.1
DQ680797.1	JF898800.1
DQ680797.1	JF898801.1
DQ680797.1	JF898804.1
DQ680797.1	JF898828.1
DQ680797.1	EU708827.1
DQ680797.1	DQ680726.1
DQ680797.1	KY355269.1
DQ680797.1	KY355271.1
DQ680797.1	KY355272.1
DQ680797.1	KY355273.1
DQ680797.1	KY355277.1
DQ680797.1	KY355279.1
DQ680797.1	KY355295.1
DQ680797.1	KY355301.1
DQ680797.1	KY355352.1
DQ680797.1	KY355354.1
DQ680797.1	KY355361.1
DQ680797.1	KY355375.1
DQ680797.1	KY355292.1
DQ680797.1	KY355381.1
DQ680797.1	MF436207.1
DQ680797.1	KY810773.1
DQ680797.1	LC311883.1
DQ680797.1	JF927892.1
DQ680797.1	EU429320.1
DQ680797.1	DQ222046.1
DQ680797.1	DQ222053.1
DQ680797.1	DQ222055.1
DQ680797.1	DQ222059.1
DQ680797.1	LC163597.1
DQ680797.1	KU048778.1
DQ680797.1	KU048783.1
DQ680797.1	KU048796.1
DQ680797.1	KT033043.1
DQ680797.1	KT033050.1
DQ680797.1	KF868744.1
DQ680797.1	KF868833.1
DQ680797.1	KF417549.1
DQ680797.1	KF417550.1
DQ680797.1	KF417553.1
DQ680797.1	JF898787.1
DQ680797.1	JF898788.1
DQ680797.1	JF898789.1
DQ680797.1	JF898790.1
DQ680797.1	JF898795.1
DQ680797.1	JF898798.1
DQ680797.1	JF898805.1
DQ680797.1	JF898807.1
DQ680797.1	JF898808.1
DQ680797.1	JF898809.1
DQ680797.1	JF898806.1
DQ680797.1	JF898814.1
DQ680797.1	JF898815.1
DQ680797.1	JF898818.1
DQ680797.1	JF898822.1
DQ680797.1	JF898827.1
DQ680797.1	JN680784.1
DQ680797.1	JF927893.1
DQ680797.1	JF927897.1
DQ680797.1	KY310588.1
DQ680797.1	JF416648.1
DQ680797.1	HQ342883.1
DQ680797.1	HQ342884.1
DQ680797.1	HM185109.1
DQ680797.1	HM185111.1
DQ680797.1	HM185113.1
DQ680797.1	HM185115.1
DQ680797.1	GU825983.1
DQ680797.1	GU825986.1
DQ680797.1	GU825987.1
DQ680797.1	GU825988.1
DQ680797.1	GQ872122.1
DQ680797.1	GQ872123.1
DQ680797.1	GQ872124.1
DQ680797.1	GQ872127.1
DQ680797.1	JF898793.1
DQ680797.1	EU708818.1
DQ680797.1	AF170505.1
DQ680797.1	AF170506.1
DQ680797.1	GQ872144.1
DQ680797.1	GQ872151.1
DQ680797.1	GQ872138.1
DQ680797.1	EU888598.1
DQ680797.1	EU888599.1
DQ680797.1	EU708819.1
DQ680797.1	EU708820.1
DQ680797.1	EU708823.1
DQ680797.1	EU708824.1
DQ680797.1	EU708828.1
DQ680797.1	EU708835.1
DQ680797.1	EU708837.1
DQ680797.1	EU708839.1
DQ680797.1	EU708840.1
DQ680797.1	EU708842.1
DQ680797.1	DQ680709.1
DQ680797.1	DQ680712.1
DQ680797.1	DQ680714.1
DQ680797.1	DQ680715.1
DQ680797.1	DQ680716.1
DQ680797.1	DQ680717.1
DQ680797.1	DQ680718.1
DQ680797.1	DQ680719.1
DQ680797.1	DQ680720.1
DQ680797.1	DQ680721.1
DQ680797.1	DQ680722.1
DQ680797.1	DQ680724.1
DQ680797.1	KY355211.1
DQ680797.1	KU048781.1
DQ680797.1	DQ680725.1
DQ680797.1	DQ680727.1
DQ680797.1	DQ680729.1
DQ680797.1	DQ680732.1
DQ680797.1	DQ680733.1
DQ680797.1	DQ680734.1
DQ680797.1	DQ680739.1
DQ680797.1	DQ680742.1
DQ680797.1	DQ680743.1
DQ680797.1	DQ680765.1
DQ680797.1	DQ680735.1
DQ680797.1	DQ680794.1
DQ680797.1	DQ680774.1
DQ680797.1	DQ680776.1
DQ680797.1	DQ680785.1
DQ680797.1	DQ680786.1
DQ680797.1	KY355213.1
DQ680797.1	DQ680787.1
DQ680797.1	DQ680788.1
DQ680797.1	DQ680789.1
DQ680797.1	DQ839565.1
DQ680797.1	DQ680790.1
DQ680797.1	DQ680737.1
DQ680797.1	DQ680791.1
DQ680797.1	DQ680792.1
DQ680797.1	DQ680793.1
DQ680797.1	DQ680798.1
DQ680797.1	DQ680799.1
DQ680797.1	MK929591.1
DQ680797.1	DQ680803.1
DQ680797.1	DQ680804.1
DQ680797.1	DQ680806.1
DQ680797.1	EF151292.1
DQ680797.1	EF151295.1
DQ680797.1	EF151296.1
DQ680797.1	EF151298.1
DQ680797.1	EF151299.1
DQ680797.1	DQ222047.1
DQ680797.1	DQ222043.1
DQ680797.1	DQ222049.1
DQ680797.1	DQ222052.1
DQ680797.1	DQ222065.1
DQ680797.1	DQ222066.1
DQ680797.1	DQ222076.1
DQ680797.1	DQ222056.1
DQ680797.1	DQ222062.1
DQ680797.1	DQ222063.1
DQ680797.1	DQ222064.1
DQ680797.1	DQ222068.1
DQ680797.1	DQ222070.1
DQ680797.1	DQ222071.1
DQ680797.1	DQ222073.1
DQ680797.1	DQ222074.1
DQ680797.1	DQ222075.1
DQ680797.1	DQ222077.1
DQ680797.1	DQ222078.1
DQ680797.1	DQ222079.1
DQ680797.1	DQ222081.1
DQ680797.1	AJ550899.1
DQ680797.1	AJ550898.1
DQ680797.1	AJ550900.1
DQ680797.1	AJ550545.1
DQ680797.1	AJ550901.1
DQ680797.1	AJ550902.1
DQ680797.1	AJ550903.1
DQ680797.1	AJ550904.1
DQ680797.1	AJ550905.1
DQ680797.1	AJ550906.1
DQ680797.1	AJ550907.1
DQ680797.1	KY355223.1
DQ680797.1	DQ222083.1
DQ680797.1	AJ550908.1
DQ680797.1	AJ550910.1
DQ680797.1	AF339739.1
DQ680797.1	AF339741.1
DQ680797.1	AF339742.1
DQ680797.1	AF339740.1
DQ680797.1	AF170496.1
DQ680797.1	AF170498.1
DQ680797.1	AF170510.1
DQ680797.1	AF170513.1
DQ680797.1	AF170516.1
DQ680797.1	AF170519.1
DQ680797.1	AF170518.1
DQ680802.1	DQ680802.1
DQ680802.1	DQ680800.1
DQ680802.1	DQ680801.1
DQ680802.1	DQ222072.1
MN984422.1	MN984422.1
MN984422.1	MN984409.1
MN984422.1	MN984436.1
MN984422.1	KJ744214.1
MN984422.1	MN984411.1
MN984422.1	MN984408.1
MN984422.1	MN984412.1
MN984422.1	MN984435.1
MN984422.1	MN984413.1
MN984422.1	MN984414.1
MN984422.1	MN984416.1
MN984422.1	MN984418.1
MN984422.1	MN984419.1
MN984422.1	MN984420.1
MN984422.1	MN984439.1
MN984422.1	MN984451.1
MN984422.1	MG926377.1
MN984422.1	MN984424.1
MN984422.1	MN984428.1
MN984422.1	MN984437.1
MN984422.1	MH457147.1
MN984422.1	X85253.1
MN984422.1	MN984429.1
MN984422.1	MN984432.1
MN984422.1	MN984433.1
MN984422.1	KJ744243.1
MN984422.1	MN984443.1
MN984422.1	MN984444.1
MN984422.1	AY648958.1
MN984422.1	AY648959.1
MN984422.1	AF425644.1
MN984422.1	MN984446.1
MN984422.1	MN984462.1
MN984422.1	MN984463.1
MN984422.1	MK890226.1
MN984422.1	MN984421.1
MN984422.1	MK890225.1
MN984422.1	MG926378.1
MN984422.1	KJ744215.1
MN984422.1	KJ744216.1
MN984422.1	KJ744217.1
MN984422.1	KJ744224.1
MN984422.1	MN984407.1
MN984422.1	KJ744226.1
MN984422.1	KJ744227.1
MN984422.1	KJ744228.1
MN984422.1	KJ744231.1
MN984422.1	KJ744244.1
MN984422.1	KJ744247.1
MN984422.1	KJ744248.1
MN984422.1	KJ744249.1
MN984422.1	KJ744254.1
MN984422.1	KJ744255.1
MN984422.1	KJ744256.1
MN984422.1	KJ744257.1
MN984422.1	AB118848.1
MN984422.1	MN984441.1
MN984454.1	MN984454.1
MN984454.1	MN984427.1
MN984454.1	KM110793.1
MN984457.1	MN984457.1
MN984457.1	MN984448.1
MN984458.1	MN984458.1
MN984458.1	MN984466.1
MN984458.1	MT583802.1
MN984458.1	MG926381.1
MN984468.1	MN984468.1
MN984470.1	MN984470.1
MT649207.1	MT649207.1
MT649208.1	MT649208.1
MT649208.1	MT649206.1
MT649208.1	MT649209.1
MT583796.1	MT583796.1
MT583796.1	MG926382.1
MT583796.1	MN984431.1
MT583812.1	MT583812.1
MT583812.1	MN984456.1
MT583812.1	MT583791.1
MT583812.1	MT583794.1
MT583812.1	MT583805.1
MT583812.1	MH457142.1
MT583812.1	MH457143.1
MT583812.1	MH457144.1
MT583812.1	MH457150.1
MT583812.1	MH457151.1
MT583812.1	NC_001653.2
MT583812.1	MN984415.1
MT583812.1	MH457153.1
MT583812.1	MN984423.1
MT583812.1	MH457154.1
MT583812.1	MN984442.1
MT583812.1	MG926379.1
MT583812.1	KY495779.1
MT583812.1	KJ744221.1
MT583812.1	KJ744222.1
MT583812.1	MN984410.1
MT583812.1	KJ744223.1
MT583812.1	KJ744229.1
MT583812.1	KJ744230.1
MT649278.1	MT649278.1
MT649278.1	MT649259.1
MT649278.1	MT649260.1
MT649278.1	MT649261.1
MT649278.1	MT649262.1
MT649278.1	MT649275.1
MT649278.1	MT649263.1
MT649278.1	MT649264.1
MT649278.1	MT649266.1
MT649278.1	MT649267.1
MT649278.1	MT649268.1
MT649278.1	MT649269.1
MT649278.1	MT649270.1
MT649278.1	MT649271.1
MT649278.1	MT649272.1
MT649278.1	MT649273.1
MT649278.1	MT649274.1
MT649278.1	MT649276.1
MT649278.1	MT649277.1
MT649278.1	MT649279.1
MT649278.1	MT649285.1
MT649278.1	MT649280.1
MT649278.1	MT649281.1
MT649278.1	MT649282.1
MT649278.1	MT649283.1
MT649278.1	MT649284.1
MT649278.1	MT649286.1
MT649278.1	MT649287.1
MT649278.1	MT649288.1
MT649278.1	MT649265.1
MT649278.1	MT649289.1
MK598005.2	MK598005.2
MK598005.2	MK598004.2
MK598005.2	MK598006.2
MK598005.2	MK598007.2
MK598005.2	MK598008.2
MK598005.2	MK598009.2
MK598005.2	MK598012.2
KX096347.1	KX096347.1
KX096348.1	KX096348.1
KX096348.1	KX096525.1
KX096348.1	KX096551.1
KX096348.1	KT005818.1
KX096348.1	KT005823.1
KX096348.1	KT005826.1
KX096350.1	KX096350.1
KX096351.1	KX096351.1
KX096351.1	KX096354.1
KX096351.1	KX096381.1
KX096351.1	KX096408.1
KX096351.1	KX096411.1
KX096351.1	KX096426.1
KX096351.1	KX096428.1
KX096351.1	KX096524.1
KX096351.1	KT005813.1
KX096352.1	KX096352.1
KX096356.1	KX096356.1
KX096357.1	KX096357.1
KX096358.1	KX096358.1
KX096358.1	KX096363.1
KX096358.1	KX096388.1
KX096358.1	KX096389.1
KX096358.1	KX096390.1
KX096358.1	KX096391.1
KX096358.1	KX096394.1
KX096358.1	KX096397.1
KX096358.1	KX096398.1
KX096358.1	KX096404.1
KX096358.1	KX096405.1
KX096358.1	KX096452.1
KX096358.1	KX096453.1
KX096358.1	KX096454.1
KX096358.1	KX096457.1
KX096358.1	KX096463.1
KX096358.1	KX096465.1
KX096358.1	KX096467.1
KX096358.1	KX096468.1
KX096358.1	KX096471.1
KX096358.1	KX096538.1
KX096358.1	KX096547.1
KX096358.1	KT005811.1
KX096368.1	KX096368.1
KX096368.1	KX096370.1
KX096368.1	KX096377.1
KX096368.1	KX096380.1
KX096368.1	KX096384.1
KX096368.1	KX096387.1
KX096368.1	KX096410.1
KX096368.1	KX096501.1
KX096368.1	KX096508.1
KX096374.1	KX096374.1
KX096399.1	KX096399.1
KX096399.1	KX096568.1
KX096401.1	KX096401.1
KX096412.1	KX096412.1
KX096420.1	KX096420.1
KX096436.1	KX096436.1
KX096437.1	KX096437.1
KX096439.1	KX096439.1
KX096440.1	KX096440.1
KX096442.1	KX096442.1
KX096455.1	KX096455.1
KX096455.1	KX096422.1
KX096462.1	KX096462.1
KX096462.1	KX096371.1
KX096464.1	KX096464.1
KX096472.1	KX096472.1
KX096475.1	KX096475.1
KX096476.1	KX096476.1
KX096479.1	KX096479.1
KX096486.1	KX096486.1
KX096494.1	KX096494.1
KX096495.1	KX096495.1
KX096495.1	KX096366.1
KX096495.1	KX096478.1
KX096499.1	KX096499.1
KX096500.1	KX096500.1
KX096506.1	KX096506.1
KX096516.1	KX096516.1
KX096517.1	KX096517.1
KU048793.1	KU048793.1
KU048793.1	KU048792.1
KU048793.1	MK212088.1
KT901835.1	KT901835.1
KT901835.1	NC_039241.1
KT901835.1	KT901844.1
KT901835.1	KT901862.1
KT901835.1	KT901872.1
KT901835.1	KT901875.1
KT901835.1	KT901877.1
KT901835.1	KT901881.1
KT901835.1	KT901903.1
KT901835.1	KT901910.1
KT901835.1	KT901836.1
KT901835.1	KT901838.1
KT901835.1	KT901839.1
KT901835.1	KT901840.1
KT901835.1	KT901846.1
KT901835.1	KT901849.1
KT901835.1	KT901851.1
KT901835.1	KT901853.1
KT901835.1	KT901854.1
KT901835.1	KT901861.1
KT901835.1	KT901869.1
KT901835.1	KT901871.1
KT901835.1	KT901873.1
KT901835.1	KT901874.1
KT901835.1	KT901876.1
KT901835.1	KT901879.1
KT901835.1	KT901880.1
KT901835.1	KT901888.1
KT901835.1	KT901897.1
KT901835.1	KT901919.1
KT901835.1	KT901920.1
KT901835.1	KT901921.1
KT901835.1	KT901927.1
KT901835.1	KT901928.1
KT901835.1	AJ536619.1
KT901835.1	KT901845.1
KT901835.1	KT901859.1
KT901835.1	KT901889.1
KT901835.1	KT901894.1
KT901835.1	KT901905.1
KT901835.1	KT901847.1
KT901835.1	KT901848.1
KT901835.1	KT901891.1
KT901835.1	KT901900.1
KT901835.1	KT901901.1
KT901835.1	KT901907.1
KT901835.1	KT901913.1
KT901835.1	KT901915.1
KT901835.1	KT901916.1
KT901835.1	KT901850.1
KT901835.1	KT901856.1
KT901835.1	KT901858.1
KT901835.1	KT901870.1
KT901835.1	KT901887.1
KT901835.1	KT901863.1
KT901835.1	KT901864.1
KT901835.1	KT901866.1
KT901835.1	KT901892.1
KT901835.1	KT901902.1
KT901835.1	KT901909.1
KT901835.1	KT901914.1
KT901835.1	KT901865.1
KT901835.1	KT901868.1
KT901835.1	KT901841.1
KT901835.1	KT901843.1
KT901835.1	KT901855.1
KT901835.1	KT901885.1
KT901835.1	KT901908.1
KT901835.1	KT901886.1
KT901835.1	KT901926.1
KT901835.1	KT901893.1
KT901835.1	KT901895.1
KT901835.1	KT901837.1
KT901835.1	KT901896.1
KT901835.1	KT901890.1
KT901835.1	AJ536620.1
KT901835.1	AJ536614.1
KT901835.1	KT901898.1
KT901835.1	KT901899.1
KT901835.1	KT901852.1
KT901835.1	KT901857.1
KT901835.1	KT901884.1
KT901835.1	KT901904.1
KT901835.1	KT901882.1
KT901835.1	KT901906.1
KT901835.1	KT901911.1
KT901835.1	KT901912.1
KT901835.1	KT901917.1
KT901835.1	KT901922.1
KT901835.1	KT901883.1
KT901835.1	KT901923.1
KT901835.1	KT901842.1
KT901835.1	KT901924.1
KT901835.1	KT901867.1
KT901835.1	KT901918.1
KT901835.1	KT901925.1
KT901835.1	AJ536618.1
KT901835.1	KT901878.1
KT901835.1	AJ536615.1
AJ536616.1	AJ536616.1
AJ536616.1	AJ536617.1
AJ536616.1	AJ536612.1
AF404074.1	AF404074.1
AF170501.1	AF170501.1
AF170501.1	AF170499.1
AF170521.1	AF170521.1
AF170521.1	AF170520.1
AF170521.1	AF170522.1
AF170521.1	AF170523.1
AF170521.1	JF898797.1
AF170521.1	JF898796.1
AF170521.1	DQ680781.1
AF170521.1	AF170504.1
NC_040729.1	NC_040729.1
NC_040845.1	NC_040845.1
LC575944.1	LC575944.1
MF359700.1	MF359700.1
MF359700.1	NC_002015.1
MF359700.1	MF359696.1
MF359700.1	MN718667.1
MF359700.1	LC523680.1
MF359700.1	LC523681.1
MF359700.1	LC523688.1
MF359700.1	LC062712.1
MF359700.1	LC062713.1
MF359700.1	KP262537.1
MF359700.1	LC523682.1
MF359700.1	LC523683.1
MF359700.1	LC523679.1
MF359700.1	LC523689.1
MF359700.1	LC093171.1
MF359700.1	LC433629.1
MF359700.1	LC433630.1
MF359700.1	LC433631.1
MF359700.1	LC433632.1
MF359700.1	JQ685736.1
MF359700.1	LC433633.1
MF359700.1	MF803029.1
MF359700.1	MN103226.1
MF359700.1	JF938538.1
MF359700.1	MF359692.1
MF359700.1	MF359693.1
MF359700.1	MF359694.1
MF359700.1	MF359697.1
MF359700.1	MF359698.1
MF359700.1	MF359695.1
MF359700.1	MF359711.1
MF359700.1	LC093169.1
MF359700.1	LC093170.1
MF359700.1	LC093172.1
MF359700.1	KU535581.1
MF359700.1	AB279771.1
MF359700.1	KU535585.1
MF359700.1	LC090814.1
MF359700.1	LC088323.1
MF359700.1	KP262534.1
MF359700.1	KP262535.1
MF359700.1	KP262536.1
MF359700.1	JQ685739.1
MF359700.1	DQ406591.1
MF359700.1	JQ809254.1
MF359700.1	JQ809256.1
MF359700.1	JQ809259.1
MF359700.1	JQ809260.1
MF359700.1	JQ809262.1
MF359700.1	JQ809267.1
MF359700.1	JQ809268.1
MF359700.1	JQ685740.1
MF359700.1	JQ685742.1
MF359700.1	AB279768.1
MF359700.1	AF394453.1
MF359718.1	MF359718.1
KY654680.1	KY654680.1
KY654683.1	KY654683.1
KY473927.1	KY473927.1
KY473928.1	KY473928.1
KY473929.1	KY473929.1
KY473931.1	KY473931.1
KY473932.1	KY473932.1
KY473932.1	KJ538554.1
KY473932.1	DQ431994.1
KY473932.1	GU592444.1
KY473932.1	EU382202.1
KY508369.1	KY508369.1
KY508370.1	KY508370.1
KX159281.1	KX159281.1
LC192456.1	LC192456.1
LC192456.1	LC192457.1
LC192456.1	LC192458.1
LC192456.1	LC192459.1
LC192456.1	LC192460.1
LC192456.1	LC192465.1
LC192456.1	LC192469.1
LC192456.1	LC192470.1
LC192456.1	LC192471.1
LC192456.1	LC192472.1
LC192456.1	LC192473.1
LC192456.1	LC192476.1
LC192456.1	LC192477.1
LC192456.1	LC192489.1
LC192456.1	LC192490.1
LC192456.1	LC192491.1
LC192456.1	LC192492.1
LC192456.1	LC192493.1
LC192456.1	LC192494.1
LC192456.1	LC192495.1
LC192456.1	LC192496.1
LC192456.1	LC192497.1
LC192456.1	LC192455.1
LC192456.1	LC192461.1
LC192456.1	LC192462.1
LC192456.1	LC192464.1
LC192456.1	LC192466.1
LC192456.1	LC192475.1
LC192456.1	LC192484.1
LC192456.1	LC192498.1
LC192456.1	LC192468.1
LC192456.1	LC192474.1
LC192456.1	LC192478.1
LC192456.1	LC192479.1
LC192456.1	LC192480.1
LC192456.1	LC192481.1
LC192456.1	LC192467.1
LC192456.1	LC192482.1
LC192456.1	LC192483.1
LC192456.1	LC192485.1
LC192456.1	LC192486.1
LC192456.1	LC192487.1
LC192456.1	LC192488.1
LC192456.1	KX084712.1
LC042215.1	LC042215.1
KT005804.1	KT005804.1
KT005809.1	KT005809.1
KT005810.1	KT005810.1
KT005812.1	KT005812.1
KT005814.1	KT005814.1
KT005815.1	KT005815.1
KT005820.1	KT005820.1
MT952981.1	MT952981.1
MT013216.1	MT013216.1
MT013216.1	MT013217.1
MT013216.1	MT013218.1
MT013216.1	MT013219.1
MT013216.1	MT013220.1
MT013216.1	MT013222.1
MT013216.1	MT013223.1
MT013216.1	MT013224.1
MT013216.1	MT013225.1
MT013216.1	MT013226.1
MT013216.1	MT013228.1
MT013216.1	MT013229.1
MT013216.1	MT013230.1
MT013216.1	MT013231.1
MN885662.1	MN885662.1
MN885663.1	MN885663.1
MT917186.1	MT917186.1
MT917186.1	KY508371.1
MT917186.1	KY508372.1
MT917187.1	MT917187.1
MT917192.1	MT917192.1
MT917194.1	MT917194.1
MT917194.1	KY473930.1
MN824423.1	MN824423.1
MN824423.1	KU714935.1
MN824423.1	KF418768.1
MT769772.1	MT769772.1
MT338566.1	MT338566.1
MT338566.1	MH282875.1
MT338566.1	MG780425.1
MT338566.1	HM211853.1
MN734702.1	MN734702.1
MN734707.1	MN734707.1
MN734707.1	MN734703.1
MN734707.1	MN734710.1
MN734707.1	MN734725.1
MN734707.1	MN734727.1
MN734707.1	MN734732.1
MN734707.1	MN734736.1
MN734708.1	MN734708.1
MN734708.1	MN734715.1
MN734708.1	MN734717.1
MN734708.1	MN734720.1
MN734708.1	MN734729.1
MN734708.1	MN734744.1
MN734708.1	MN734745.1
MN734708.1	MN734751.1
MN734708.1	MN734760.1
MN734708.1	MN734772.1
MN734708.1	MN734775.1
MN734708.1	MN734784.1
MN734708.1	MN734718.1
MN734708.1	MN734724.1
MN734708.1	MN734739.1
MN734708.1	MN734743.1
MN734708.1	MN734749.1
MN734708.1	MN734755.1
MN734708.1	MN734769.1
MN734708.1	MN734770.1
MN734708.1	MN734774.1
MN734708.1	MN734779.1
MN734708.1	MN734783.1
MN734708.1	MN734765.1
MN734708.1	MN734782.1
MN734737.1	MN734737.1
MN734737.1	MN734701.1
MN734741.1	MN734741.1
MN734750.1	MN734750.1
MN734773.1	MN734773.1
MN734778.1	MN734778.1
S67442.1	S67442.1
S67442.1	AY671952.1
S67442.1	AY671953.1
S67442.1	AY671954.1
S67442.1	AY671955.1
S67442.1	AY671956.1
S67442.1	AY671957.1
MN642576.1	MN642576.1
MN642556.1	MN642556.1
MN642556.1	MN642566.1
MN642556.1	MN642574.1
MN642556.1	MN642573.1
MN642556.1	MN642575.1
MN642556.1	MN642572.1
MN642556.1	MN642569.1
MN642556.1	MN642565.1
MN642556.1	MN642564.1
MN642556.1	MN642563.1
MN642556.1	MN642561.1
MN642556.1	MN642558.1
MN642556.1	MN642560.1
MN642556.1	MN642557.1
MN642556.1	MN642554.1
MN642556.1	MN642562.1
